dataset,window,method,seed,method_label,test_total_return,test_sharpe,test_sortino,test_max_drawdown,test_calmar
portfolio_5stocks2,W4,xgboost,456,XGBoost,0.4157829624900522,0.19450154210067427,0.2201065400577123,15.016301068739429,0.43168872976659967
portfolio_5stocks2,W5,pure_gift,42,Pure GIFT,13.48537241222978,2.3795262204072283,2.6213275070957223,7.227646422920028,4.322385815979413
portfolio_5stocks2,W5,pure_gift,123,Pure GIFT,3.783787186402532,0.8767297248237322,0.9125684216510619,6.454516089289064,1.472287731223902
portfolio_5stocks2,W5,pure_gift,456,Pure GIFT,12.617325274722635,2.343264149771573,2.5938233292758586,7.923847855067074,3.699688885643092
portfolio_5stocks2,W5,pbir,42,PBIR-GIFT,6.646704761181099,1.4704231234730856,1.6067632683895883,6.773736467203262,2.3684793808771794
portfolio_5stocks2,W5,pbir,123,PBIR-GIFT,10.846345303185046,1.9011519627476108,2.0728913904678725,7.6569137985849824,3.3476841064520433
portfolio_5stocks2,W5,pbir,456,PBIR-GIFT,12.664964656094856,2.058226631378188,2.231164138748806,7.105458463509572,4.176032532868139
portfolio_5stocks2,W5,sma,deterministic,SMA,17.411542505621558,1.9097096040946864,2.180725751721571,9.571690527425512,4.265930085516051
portfolio_5stocks2,W5,wma,deterministic,WMA,21.791450020770476,2.2549157439291587,2.4655029495159875,10.645255994400873,4.677521573046225
portfolio_5stocks2,W5,atr,deterministic,ATR,2.703671795525797,0.41714732266040705,0.4291983713744417,15.881738414288945,0.532848970013276
portfolio_5stocks2,W5,bollinger,deterministic,Bollinger Bands,6.92141911480928,0.8248963226771115,0.8883165605289761,9.793622818490052,1.9000372333396855
portfolio_5stocks2,W5,turn_of_month,deterministic,Turn-of-the-Month,3.692444852226351,1.1336942011411042,0.7706231284879895,4.201302848345726,2.146520467990388
portfolio_5stocks2,W5,xgboost,42,XGBoost,-8.275487337915644,-0.9318733283987662,-0.8936458702862777,17.04069189455272,-1.0976022312401945
portfolio_5stocks2,W5,xgboost,123,XGBoost,-13.801525039455665,-1.517420185545237,-1.353821607276871,20.77575921297522,-1.5981995696002125
portfolio_5stocks2,W5,xgboost,456,XGBoost,-10.610619225677475,-1.3912414979081897,-1.3692386697099956,17.524692692900558,-1.4412313450348542
portfolio_5stocks2,W6,pure_gift,42,Pure GIFT,5.121475295313305,1.0535587332733407,0.9679592085144383,9.757029133267496,1.316968377185467
portfolio_5stocks2,W6,pure_gift,123,Pure GIFT,6.119614480013369,1.2545479639437078,1.1505201081396634,7.780749944065324,1.943803967045673
portfolio_5stocks2,W6,pure_gift,456,Pure GIFT,3.984118938824488,0.8949421620372366,0.8560839002767062,8.689669769979421,1.1629759318519328
portfolio_5stocks2,W6,pbir,42,PBIR-GIFT,4.729393156630279,1.0952086134155314,1.0063691246964828,9.757214982230341,1.2071632645284225
portfolio_5stocks2,W6,pbir,123,PBIR-GIFT,4.939302843215776,1.0355426214995893,0.9442287391907996,8.644269033039771,1.43479630584567
portfolio_5stocks2,W6,pbir,456,PBIR-GIFT,2.341056728268631,0.5958655160086012,0.6065359690856934,7.962599466277758,0.7708381618319827
portfolio_5stocks2,W6,sma,deterministic,SMA,8.37363469924146,1.10462077772469,1.0651034543964573,11.970439660152552,1.7845751619127725
portfolio_5stocks2,W6,wma,deterministic,WMA,9.212324549728512,1.1372894324535054,1.058974566722244,13.526612747949066,1.737435245769773
portfolio_5stocks2,W6,atr,deterministic,ATR,14.19735093352057,1.8004198665371287,1.6823578673932666,12.288687016977507,2.7644634804474335
portfolio_5stocks2,W6,bollinger,deterministic,Bollinger Bands,10.754652913736052,1.4780645143216569,1.5421599363091192,13.563394515486271,1.9419447589031362
portfolio_5stocks2,W6,turn_of_month,deterministic,Turn-of-the-Month,1.2206892808137582,0.5743327148015794,0.3363605505540809,2.476088374530081,1.2454323166085872
portfolio_5stocks2,W6,xgboost,42,XGBoost,6.881941668414493,0.945222994973173,0.9813334509741295,8.808970180647844,2.035527090693825
portfolio_5stocks2,W6,xgboost,123,XGBoost,4.406388859035326,0.6327517137827559,0.6262924060904881,12.481025076622899,0.9905169585487222
portfolio_5stocks2,W6,xgboost,456,XGBoost,4.986275997758449,0.7120822736060184,0.6972892044841167,11.893895764302417,1.1459260235912125
