dataset,window,method,method_label,n_runs,deterministic,mean_test_total_return,run_sd_test_total_return,mean_test_sharpe,run_sd_test_sharpe,mean_test_sortino,run_sd_test_sortino,mean_test_max_drawdown,run_sd_test_max_drawdown,mean_test_calmar,run_sd_test_calmar
portfolio_5stocks2,W3,wma,WMA,1,True,-1.1083410070032995,0.0,0.09654355050267348,0.0,0.08763120581596008,0.0,18.43965851590405,0.0,0.18118236050843015,0.0
portfolio_5stocks2,W3,atr,ATR,1,True,-8.400814427212966,0.0,-0.4649299655022482,0.0,-0.4191325365081899,0.0,21.14451366166034,0.0,-0.7319779032545727,0.0
portfolio_5stocks2,W3,bollinger,Bollinger Bands,1,True,-7.30518566546654,0.0,-0.5280453227422524,0.0,-0.4120084577312552,0.0,17.305410237154746,0.0,-0.8337473411813471,0.0
portfolio_5stocks2,W3,turn_of_month,Turn-of-the-Month,1,True,2.29079206306555,0.0,0.5451536821577996,0.0,0.2836894140440772,0.0,4.173767990896858,0.0,1.4506871602217817,0.0
portfolio_5stocks2,W3,xgboost,XGBoost,3,False,-26.618703939305533,2.7537424396847863,-1.999697145097052,0.2848268437442835,-1.6817543878023542,0.23239966682558294,29.953518573451788,3.1303589537738516,-2.2776171415552855,0.09299072050944425
portfolio_5stocks2,W4,pbir,PBIR-GIFT,3,False,-2.8973437484375384,0.6244289375260658,-0.2834578426424521,0.09893683865457471,-0.2978272668047656,0.09894762660047546,10.244761522144818,2.012169291143415,-0.5268982816298652,0.1967833074608945
portfolio_5stocks2,W4,pure_gift,Pure GIFT,3,False,-1.9059244263576895,4.854757864367238,-0.13319516779169457,0.6356188935467907,-0.14711927124545618,0.681709492432031,10.082855213195165,1.977375135223795,-0.23791303795771843,1.2006023306109062
portfolio_5stocks2,W4,sma,SMA,1,True,11.029469021338567,0.0,1.0164852903637278,0.0,1.0680791394598543,0.0,22.517842918199772,0.0,1.2996888728055924,0.0
portfolio_5stocks2,W4,wma,WMA,1,True,-1.3647232948490462,0.0,-0.011840824707800705,0.0,-0.011009495302053564,0.0,20.311448310315708,0.0,-0.014268086113962982,0.0
portfolio_5stocks2,W4,atr,ATR,1,True,-2.528412182427231,0.0,-0.1598529076310411,0.0,-0.16112762839933858,0.0,19.531503808663615,0.0,-0.18448406355611904,0.0
portfolio_5stocks2,W4,bollinger,Bollinger Bands,1,True,-3.3299272538103275,0.0,-0.3173579973252488,0.0,-0.30387739476119385,0.0,12.772989309598243,0.0,-0.4865294168219299,0.0
portfolio_5stocks2,W4,turn_of_month,Turn-of-the-Month,1,True,-3.179943605871105,0.0,-0.7009649892676094,0.0,-0.35759526498036937,0.0,7.398260001417796,0.0,-0.9763955380085246,0.0
portfolio_5stocks2,W4,xgboost,XGBoost,3,False,0.3065665633882257,0.13500387220639726,0.18496809642725442,0.008485083601658904,0.211122956732122,0.009409928053195855,13.384973884061642,2.0419564797142047,0.46016605483855394,0.05044022285347304
portfolio_5stocks2,W5,pbir,PBIR-GIFT,3,False,10.052671573487,3.0866327174757027,1.8099339058662949,0.3043333557175226,1.970272932535422,0.3246028691457651,7.1787029097659385,0.4461211845980704,3.2973986733991203,0.9048251587467623
portfolio_5stocks2,W5,pure_gift,Pure GIFT,3,False,9.962161624451648,5.368203561787467,1.866506698334178,0.8573637369345167,2.0425730860075473,0.978709367509041,7.202003455758722,0.735001449525583,3.164787477615469,1.4984506699969165
portfolio_5stocks2,W5,sma,SMA,1,True,17.411542505621558,0.0,1.9097096040946864,0.0,2.180725751721571,0.0,9.571690527425512,0.0,4.265930085516051,0.0
